'tween decks	'tween deck
arteria communicans	arteria communican
arteria digitalis	arteria digitali
arteria ethmoidalis	arteria ethmoidali
arteria facialis	arteria faciali
arteria femoralis	arteria femorali
arteria gastrica breves	arteria gastrica breve
arteria glutes	arteria glute
arteria iliolumbalis	arteria iliolumbali
arteria infraorbitalis	arteria infraorbitali
arteria intercostalis	arteria intercostali
arteria labialis	arteria labiali
arteria lacrimalis	arteria lacrimali
arteria lienalis	arteria lienali
arteria lingualis	arteria linguali
arteria lumbalis	arteria lumbali
arteria maxillaris	arteria maxillari
arteria perinealis	arteria perineali
arteria pulmonalis	arteria pulmonali
arteria radialis	arteria radiali
arteria rectalis	arteria rectali
arteria renalis	arteria renali
arteria testicularis	arteria testiculari
arteria ulnaris	arteria ulnari
arteria vaginalis	arteria vaginali
arteria vertebralis	arteria vertebrali
arterial blood gases	arterial blood gase
arterial sclerosis	arterial sclerosi
arteriectasis	arteriectasi
arteriolosclerosis	arteriolosclerosi
arteriosclerosis	arteriosclerosi
arteriosclerosis obliterans	arteriosclerosis obliteran
arteriovenous	arteriovenou
arteritis	arteriti
arthritis	arthriti
arthrocentesis	arthrocentesi
arthrodesis	arthrodesi
arthropod genus	arthropod genu
arthropodous	arthropodou
arthropteris	arthropteri
arthrosporous	arthrosporou
arthur evans	arthur evan
arthur garfield hays	arthur garfield hay
arthur holmes	arthur holme
arthur symons	arthur symon
article of clothing	article of cloth
articled	articl
articulated	articulat
articulatio genus	articulatio genu
articulatio synovialis	articulatio synoviali
articulatio talocruralis	articulatio talocrurali
articulatio temporomandibularis	articulatio temporomandibulari
artiodactylous	artiodactylou
artium baccalaurens	artium baccalauren
artocarpus	artocarpu
artocarpus altilis	artocarpus altili
artocarpus communis	artocarpus communi
artocarpus heterophyllus	artocarpus heterophyllu
artois	artoi
arts	art
arts and crafts	arts and craft
arundinaceous	arundinaceou
arvicola amphibius	arvicola amphibiu
as follows	as follow
as it is	as it i
as needed	as need
as required	as requir
as the crow flies	as the crow flie
asa dulcis	asa dulci
asbestos	asbesto
asbestosis	asbestosi
ascaphus	ascaphu
ascariasis	ascariasi
ascaris	ascari
ascaris lumbricoides	ascaris lumbricoide
ascending	ascend
ascertained	ascertain
ascesis	ascesi
aschelminthes	aschelminthe
ascites	ascite
asclepiadaceous	asclepiadaceou
asclepias	asclepia
asclepias albicans	asclepias albican
asclepias purpurascens	asclepias purpurascen
asclepius	asclepiu
ascocarpous	ascocarpou
ascomycetes	ascomycete
ascomycetous	ascomycetou
ascomycetous fungus	ascomycetous fungu
ascosporous	ascosporou
ascus	ascu
asepsis	asepsi
ashamed	asham
asio otus	asio otu
ask jeeves	ask jeeve
asking	ask
asklepios	asklepio
aspalathus	aspalathu
aspalathus cedcarbergensis	aspalathus cedcarbergensi
aspalathus linearis	aspalathus lineari
asparagus	asparagu
asparagus asparagoides	asparagus asparagoide
asparagus bed	asparagus b
asparagus officinales	asparagus officinale
asparagus plumosus	asparagus plumosu
asparagus setaceous	asparagus setaceou
aspergillales	aspergillale
aspergillosis	aspergillosi
aspergillus	aspergillu
aspergillus fumigatus	aspergillus fumigatu
asphodelus	asphodelu
asphyxiated	asphyxiat
asphyxiating	asphyxiat
aspidelaps	aspidelap
aspidelaps lubricus	aspidelaps lubricu
aspidiotus	aspidiotu
aspidiotus perniciosus	aspidiotus perniciosu
aspidophoroides	aspidophoroide
aspidophoroides monopterygius	aspidophoroides monopterygiu
aspiring	aspir
aspis	aspi
asplenium nidus	asplenium nidu
asplenium nigripes	asplenium nigripe
asplenium trichomanes	asplenium trichomane
assassinated	assassinat
assembling	assembl
assenting	assent
asserted	assert
asserting	assert
assertiveness training	assertiveness train
assets	asset
assiduous	assiduou
assigned	assign
assigning	assign
assimilating	assimilat
assisted	assist
assizes	assize
associate in arts	associate in art
associate in nursing	associate in nurs
association for the advancement of retired persons	association for the advancement of retired person
association of islamic groups and communities	association of islamic groups and communitie
association of southeast asian nations	association of southeast asian nation
assortative mating	assortative mat
assorted	assort
assumed	assum
assuming	assum
assured	assur
assuring	assur
astacus	astacu
astatic coils	astatic coil
aster acuminatus	aster acuminatu
aster arenosus	aster arenosu
aster cordifolius	aster cordifoliu
aster divaricatus	aster divaricatu
aster dumosus	aster dumosu
aster ericoides	aster ericoide
aster falcatus	aster falcatu
aster linarifolius	aster linarifoliu
aster linosyris	aster linosyri
aster macrophyllus	aster macrophyllu
aster ptarmicoides	aster ptarmicoide
aster turbinellis	aster turbinelli
astereognosis	astereognosi
asteriated	asteriat
asterid dicot genus	asterid dicot genu
asterisked	asterisk
astomatous	astomatou
astonied	astoni
astonished	astonish
astonishing	astonish
astounded	astound
astounding	astound
astragalus	astragalu
astragalus alpinus	astragalus alpinu
astragalus danicus	astragalus danicu
astragalus glycyphyllos	astragalus glycyphyllo
astreus	astreu
astreus hygrometricus	astreus hygrometricu
astreus pteridis	astreus pteridi
astrodynamics	astrodynamic
astronautics	astronautic
astrophysics	astrophysic
astropogon stellatus	astropogon stellatu
asvins	asvin
asynchronous	asynchronou
at all costs	at all cost
at loggerheads	at loggerhead
at odds	at odd
at times	at time
ataraxis	ataraxi
atelectasis	atelectasi
ateleiosis	ateleiosi
ateles	atele
ateliosis	ateliosi
athanasian creed	athanasian cre
athanasius	athanasiu
athens	athen
atherinopsis	atherinopsi
atherinopsis californiensis	atherinopsis californiensi
atherogenesis	atherogenesi
atheromatous	atheromatou
atherosclerosis	atherosclerosi
atherurus	atheruru
athetosis	athetosi
athletic training	athletic train
athletics	athletic
athos	atho
athrotaxis	athrotaxi
athrotaxis selaginoides	athrotaxis selaginoide
athyrium thelypteroides	athyrium thelypteroide
atlantic herring	atlantic herr
atlantic walrus	atlantic walru
atlantides	atlantide
atlantis	atlanti
atlas	atla
atlas mountains	atlas mountain
atmospherics	atmospheric
atomic physics	atomic physic
atopic dermatitis	atopic dermatiti
atopognosis	atopognosi
atrabilious	atrabiliou
atreus	atreu
atrichornis	atrichorni
atriplex hortensis	atriplex hortensi
atriplex lentiformis	atriplex lentiformi
atrium cordis	atrium cordi
atrocious	atrociou
atromid-s	atromid-
atrophic arthritis	atrophic arthriti
atrophied	atrophi
atropos	atropo
attached	attach
attacking	attack
attained	attain
attar of roses	attar of rose
attempted	attempt
attended	attend
attending	attend
attention-getting	attention-gett
attenuated	attenuat
attested	attest
atticus	atticu
atticus atlas	atticus atla
attired	attir
attorney general of the united states	attorney general of the united state
attrited	attrit
au jus	au ju
audacious	audaciou
audio recording	audio record
auditory apparatus	auditory apparatu
auditory meatus	auditory meatu
augean stables	augean stable
augeas	augea
augmented	augment
august f. mobius	august f. mobiu
august ferdinand mobius	august ferdinand mobiu
augustinian canons	augustinian canon
augustinian hermits	augustinian hermit
augustus	augustu
aulacorhyncus	aulacorhyncu
aulostomus	aulostomu
aulostomus maculatus	aulostomus maculatu
aurelius	aureliu
auriculariales	auriculariale
auriculated	auriculat
auriferous	auriferou
auriparus	auriparu
auriparus flaviceps	auriparus flavicep
aurochs	auroch
aurora australis	aurora australi
aurora borealis	aurora boreali
aurous	aurou
auspices	auspice
auspicious	auspiciou
austin friars	austin friar
austral islands	austral island
australian alps	australian alp
australopithecus	australopithecu
australopithecus afarensis	australopithecus afarensi
australopithecus africanus	australopithecus africanu
australopithecus robustus	australopithecus robustu
austrian schilling	austrian schill
austrocedrus	austrocedru
austrocedrus chilensis	austrocedrus chilensi
austrotaxus	austrotaxu
authenticated	authenticat
authorised	authoris
authorities	authoritie
authorized	authoriz
authorized shares	authorized share
auto mechanics	auto mechanic
auto racing	auto rac
autobus	autobu
autocatalysis	autocatalysi
autochthonous	autochthonou
autoecious	autoeciou
autofocus	autofocu
autogamous	autogamou
autogenesis	autogenesi
autogenic training	autogenic train
autogenics	autogenic
autogenous	autogenou
autographed	autograph
autoicous	autoicou
autoimmune diabetes	autoimmune diabete
autoloading	autoload
autologous	autologou
autolysis	autolysi
automated	automat
automatic data processing	automatic data process
automeris	automeri
automotive engineering	automotive engineer
autonomic plexus	autonomic plexu
autonomous	autonomou
autosexing	autosex
autumn crocus	autumn crocu
autumn sneezeweed	autumn sneezewe
autumn-blooming	autumn-bloom
autumn-flowering	autumn-flower
auxesis	auxesi
avaricious	avariciou
avene sterilis	avene sterili
avenged	aveng
avens	aven
averroes	averroe
aversive conditioning	aversive condition
aversive stimulus	aversive stimulu
averting	avert
aves	ave
avicennia officinalis	avicennia officinali
avionics	avionic
avitaminosis	avitaminosi
avogadro's hypothesis	avogadro's hypothesi
avoirdupois	avoirdupoi
avowed	avow
awaited	await
awakened	awaken
awakening	awaken
award-winning	award-winn
awarding	award
awe-inspiring	awe-inspir
awl-shaped	awl-shap
awned	awn
awning	awn
awninged	awning
axis	axi
axseed	axse
ayapana triplinervis	ayapana triplinervi
aythya affinis	aythya affini
azores	azore
azygos	azygo
azygous	azygou
b. b. king	b. b. k
baas	baa
babbitting	babbitt
babbling	babbl
babe zaharias	babe zaharia
babies' slippers	babies' slipper
baby bed	baby b
baby blue-eyes	baby blue-eye
baby sitting	baby sitt
baby tears	baby tear
baby's bed	baby's b
baby's tears	baby's tear
baby-faced	baby-fac
babysitting	babysitt
baccharis	bacchari
baccharis pilularis	baccharis pilulari
bacchus	bacchu
bacciferous	bacciferou
baccivorous	baccivorou
bachelor of arts	bachelor of art
bachelor of arts in nursing	bachelor of arts in nurs
bachelor of laws	bachelor of law
bachelor of science in engineering	bachelor of science in engineer
bachelor-at-arms	bachelor-at-arm
bacillus	bacillu
bacillus anthracis	bacillus anthraci
bacillus subtilis	bacillus subtili
back-geared	back-gear
backbreaking	backbreak
backed	back
backflowing	backflow
background processing	background process
backgrounding	background
backhanded	backhand
backing	back
backlighting	backlight
backpacking	backpack
backsliding	backslid
backstairs	backstair
backwards	backward
backwoods	backwood
bacon and eggs	bacon and egg
bacteria bed	bacteria b
bacteria genus	bacteria genu
bacteria species	bacteria specie
bacteriolysis	bacteriolysi
bacteriophagous	bacteriophagou
bacteriostasis	bacteriostasi
bacteroides	bacteroide
bad lands	bad land
bad manners	bad manner
bad-mannered	bad-manner
bad-tempered	bad-temper
badgering	badger
badlands	badland
baffled	baffl
baffling	baffl
bag of tricks	bag of trick
bag-shaped	bag-shap
bagascosis	bagascosi
bagassosis	bagassosi
bagging	bagg
bahama islands	bahama island
bahamas	bahama
baiomys	baiomy
bait casting	bait cast
baiting	bait
baked	bak
baked goods	baked good
baking	bak
bakshis	bakshi
balaena mysticetus	balaena mysticetu
balaeniceps	balaenicep
balaenoptera borealis	balaenoptera boreali
balaenoptera musculus	balaenoptera musculu
balaenoptera physalus	balaenoptera physalu
balance of international payments	balance of international payment
balance of payments	balance of payment
balanced	balanc
balancing	balanc
balanitis	balaniti
balanoposthitis	balanoposthiti
balanus	balanu
balanus balanoides	balanus balanoide
balas	bala
balconied	balconi
bald-faced	bald-fac
bald-headed	bald-head
bald-pated	bald-pat
balding	bald
balearic islands	balearic island
balistes	baliste
balkan mountains	balkan mountain
balkan wars	balkan war
balkans	balkan
balking	balk
ball bearing	ball bear
ball hawking	ball hawk
ball-hawking	ball-hawk
ball-shaped	ball-shap
ballistic fingerprinting	ballistic fingerprint
ballistics	ballistic
ballooning	balloon
balloting	ballot
ballroom dancing	ballroom danc
balsam-scented	balsam-scent
balusters	baluster
bambusa vulgaris	bambusa vulgari
band of partisans	band of partisan
bandaged	bandag
bandaging	bandag
banded	band
banding	band
bandy legs	bandy leg
bandy-legged	bandy-legg
banging	bang
bank building	bank build
bank closing	bank clos
banking	bank
banks	bank
banned	bann
banning	bann
banns	bann
banqueting	banquet
bantering	banter
banting	bant
bantu-speaking	bantu-speak
baptised	baptis
baptisia australis	baptisia australi
baptists	baptist
baptized	baptiz
bar billiards	bar billiard
bar-shaped	bar-shap
barbados	barbado
barbarea vulgaris	barbarea vulgari
barbarous	barbarou
barbecued	barbecu
barbecued spareribs	barbecued sparerib
barbecued wing	barbecued w
barbecuing	barbecu
barbed	barb
bare bones	bare bone
bare-assed	bare-ass
bare-breasted	bare-breast
bare-knuckled	bare-knuckl
barebacked	bareback
bareboating	bareboat
bared	bar
barefaced	barefac
barefooted	barefoot
barehanded	barehand
bareheaded	barehead
barelegged	barelegg
bargain-priced	bargain-pric
bargaining	bargain
baring	bar
baron hugh caswall tremenheere dowding	baron hugh caswall tremenheere dowd
baron richard von krafft-ebing	baron richard von krafft-eb
barosaurus	barosauru
barracking	barrack
barrage jamming	barrage jamm
barred	barr
barrel cactus	barrel cactu
barrel-shaped	barrel-shap
barreled	barrel
barrelled	barrell
barrels	barrel
barricaded	barricad
barring	barr
bars	bar
bartholomeu dias	bartholomeu dia
bartholomew roberts	bartholomew robert
barytes	baryte
basal body temperature method of family planning	basal body temperature method of family plann
base of operations	base of operation
base on balls	base on ball
base-forming	base-form
baseball swing	baseball sw
based	bas
basic training	basic train
basics	basic
basidiomycetes	basidiomycete
basidiomycetous	basidiomycetou
basidiosporous	basidiosporou
basifixed	basifix
basileus	basileu
basiliscus	basiliscu
basined	basin
basis	basi
basket-shaped	basket-shap
bassariscus	bassariscu
bassariscus astutus	bassariscus astutu
bastard wing	bastard w
bastardised	bastardis
bastardized	bastardiz
bastardy proceeding	bastardy proceed
basting	bast
bastioned	bastion
batch processing	batch process
bated	bat
bath asparagus	bath asparagu
bath salts	bath salt
bathing	bath
bathing trunks	bathing trunk
bathos	batho
bathyergus	bathyergu
batis	bati
batrachoseps	batrachosep
bats	bat
batter-fried	batter-fri
battered	batter
battering	batter
battery-powered	battery-power
batting	batt
battle of cowpens	battle of cowpen
battle of hastings	battle of hasting
battle of ipsus	battle of ipsu
battle of issus	battle of issu
battle of lake trasimenus	battle of lake trasimenu
battle of lule burgas	battle of lule burga
battle of pharsalus	battle of pharsalu
battle of pittsburgh landing	battle of pittsburgh land
battle of poitiers	battle of poitier
battle of soissons-reims	battle of soissons-reim
battle of the chemin-des-dames	battle of the chemin-des-dame
battle of wits	battle of wit
battle of ypres	battle of ypre
battle-scarred	battle-scarr
battlemented	battlement
batwing	batw
bauhaus	bauhau
bawling	bawl
bay of naples	bay of naple
bayes	baye
be at pains	be at pain
be known as	be known a
beaded	bead
beading	bead
beads	bead
beady-eyed	beady-ey
beagling	beagl
beaked	beak
beam-ends	beam-end
beaming	beam
bean-shaped	bean-shap
bear's breeches	bear's breeche
bear-sized	bear-siz
bearded	beard
bearded iris	bearded iri
beardless iris	beardless iri
bearing	bear
beatified	beatifi
beating	beat
beatles	beatle
beatniks	beatnik
beats	beat
beaujolais	beaujolai
beauteous	beauteou
beaux arts	beaux art
becalmed	becalm
becoming	becom
bed clothing	bed cloth
bed covering	bed cover
bed of flowers	bed of flower
bed of roses	bed of rose
bed-wetting	bed-wett
bedaubed	bedaub
bedclothes	bedclothe
bedded	bedd
bedding	bedd
bedewed	bedew
bedimmed	bedimm
bedraggled	bedraggl
bedspring	bedspr
bee sting	bee st
beefsteak fungus	beefsteak fungu
beekeeping	beekeep
beetle-browed	beetle-brow
beetleweed	beetlewe
beetling	beetl
befitting	befitt
befogged	befogg
befooling	befool
befouled	befoul
befuddled	befuddl
beggar's-ticks	beggar's-tick
beggar-ticks	beggar-tick
beggarweed	beggarwe
begging	begg
beginning	beginn
begonia semperflorens	begonia semperfloren
begrimed	begrim
beguiled	beguil
beguiling	beguil
beheaded	behead
beheading	behead
behind-the-scenes	behind-the-scene
beholding	behold
behrens	behren
behring	behr
